*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
Algorithm: CMA-ES
Constrainth handling method: DEB
Function: 172
Case: continuous
Seed: 9
Parents size: 12
Offsprings size: 6
maxFe: 35000
CR: -
F: -
rweights: Equal
*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
ngen ObjectiveFunction ViolationSum ProjectVariables
12 309.7364141057317 31.281671341773635 0.1 0.1 0.1 0.45303272909253456 0.5206617894678325 0.1 0.1 0.1 0.2271615638494235 0.1 0.31864068041574417 1.7008236050622934 1.0947858364184755 0.1 2.185760692016367 0.4086959879667815
24 640.8670980808361 16.38163572298362 0.1757223560550646 0.5567078838026047 0.1 0.1 0.1 0.7102916064433262 0.1 0.7129846047506535 0.1 0.4320765123648729 0.1 2.049303757479002 0.6476069833368907 1.4285488703087654 2.5 1.4456202366799238
36 1076.9459845209851 0 0.5848640183794306 2.3009254575143068 0.1 1.6783246143848913 0.3212588874924528 0.7799650675235001 0.9275634859033495 1.951150319643542 1.8363417053105937 0.5559850126589054 0.1 1.1949459229500117 2.058925338850293 2.3438389095764167 1.4762546979972173 0.9152744315822952
48 1219.1455095684441 0.11366825844967421 1.0469938789455417 2.2303949538162096 1.6867549254119942 0.9962764750332065 0.603075778337717 0.3337066178560888 1.683375212269218 2.13250188557452 1.7601158427945753 1.5608882754061686 0.8249148028422179 1.1602713849444788 0.35743410326896274 2.2798835324098006 1.5006794108964183 0.6573012990510196
60 1066.9368150222467 0.030290420125339557 1.873665820722451 2.172644691357487 1.7108460049172698 0.1 0.1 0.6793098650770123 1.2684454736256368 2.5 2.5 0.7397294637994626 0.7646803584193885 1.0422629532068455 0.7532676668763909 1.4151581504404405 1.8375419204150665 0.37018670932523984
72 1046.7753638591953 0 0.8872178249347533 2.5 0.486083783234209 0.35742247670500527 0.1 2.162733421933414 1.1587577854049713 0.1 1.5665768527788635 0.47350595958254826 0.9450054843141859 0.3084508344314981 2.5 1.8997605357484857 0.1 0.4476655867136813
84 1369.2262956065445 0 1.1533199104368146 1.4671960072941244 2.2650414834337806 0.6597054724894288 0.5335472848317623 2.5 0.1 2.1629071169690235 2.5 0.6104649340433473 0.5488638828385431 2.1592244179468385 1.0767588470383682 2.5 2.5 1.599486457454911
96 816.1461529538494 0 1.6620286286046717 0.657692588428034 0.6276262814958748 1.9023425429719458 0.7231689996233164 1.0769260244940357 0.1 1.0219036328988749 1.981022254869559 0.6365401690170269 0.1 0.1 1.8363619891513416 1.6093283147473407 0.2672559719311085 2.5
108 1308.0692994822775 0 0.5012491830003396 1.211811120296048 1.9181855258559461 1.0603395627203454 1.3908664419445727 2.0690512520274815 0.6032363599577191 1.8738192381416847 2.5 2.5 1.2362492767437228 0.7542027797695143 2.5 1.7017943896508063 0.637209428860049 0.1
120 1102.5079077273106 0 0.1 1.0025881238381633 2.5 1.331164189314499 1.4438598254823785 2.5 1.2248658909194259 2.051114601490858 0.8626489057356542 1.7271548154390186 0.2539092227850951 1.7249629348752444 1.0655234744879591 0.1943966826769461 0.8584478246845921 0.9271096657419944
