*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
Algorithm: CMA-ES
Constrainth handling method: DEB
Function: 21
Case: continuous
Seed: 1
Parents size: 7
Offsprings size: 3
maxFe: 36000
CR: -
F: -
rweights: Equal
*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
ngen ObjectiveFunction ViolationSum ProjectVariables
7 0.002863284723404853 0.9101046333688179 2.581255557447764 0.25 0.05
14 0.0025000000000000005 0.9303475656474194 2 0.25 0.05
21 0.006049915397445907 0.7359445373761866 2 0.6049915397445906 0.05
28 0.006835609231956125 0.8068264396771259 2.285117634578936 0.6380790274503447 0.05
35 0.006974887281288865 0.690873605016856 2.710561557843889 0.5922765000002589 0.05
42 0.005328918711821567 0.8043965711882709 2.45164539911668 0.47882688166303267 0.05
49 0.0034321461381749793 0.8371184492972359 2.390834338691806 0.3126645984277825 0.05
56 0.0038374161165600903 0.8919074495690179 2.126727276399952 0.3719573269118719 0.05
63 0.004688300080298723 0.8617356502328527 2.370121671992159 0.42912307090630897 0.05
70 0.006490505957660426 0.632491536767797 2.5611675438247574 0.5691968905152583 0.05
77 0.006993564714412697 0.7662057632995813 2.4971916978910684 0.6220383905531345 0.05
84 0.015195632715051187 0.6031587991818043 2.633455001109547 0.6503549452387046 0.07101199203467345
91 0.0067802608074956075 0.7610242973200594 2.3744187818480706 0.6199919253849887 0.05
98 0.008179881128812773 0.5185115101438114 2.038220224222571 0.6595266723734587 0.055419463167335495
105 0.00837655594848789 0.4787946437215468 2.1542171631365212 0.655192910082873 0.05547579751508758
112 0.006094138244021792 0.7101481755074126 2.124287758772834 0.5910487919819716 0.05
119 0.012061778693616595 0.42966356146072837 2.1389769266928687 0.6953429969158473 0.06473805283514875
126 0.00992208207984185 0.3286976677763034 2.23703372307187 0.7016073793074822 0.0577727942610441
133 0.010929544775767045 0.27344571752057356 2.169961395939204 0.7385533502537808 0.05957226096296295
140 0.01038896588780656 0.38976716378203147 2.365494208696115 0.7304140474101875 0.05708012209689774
147 0.014567730565651825 0.11195598601762258 2.305324146505761 0.8008856551130228 0.06499916315872506
154 0.019266187246875458 0.1444121259163036 2.4175241788289816 0.8646338550413238 0.07102190262602849
161 0.015207354336638789 0.08838238880847304 2.308461264026393 0.8146025511267497 0.06582530095094018
168 0.01190611404325509 0.2179165771542555 2.3529767740500356 0.7523860801110757 0.06029363507632271
175 0.01811326027337798 0.4957810160440743 2.333066393697565 0.7702392993706081 0.07366951407411115
182 0.01394862743861824 0.12258273128106101 2.234897249984463 0.8150918134773416 0.0635683637554373
189 0.016636230884823473 0.18131626697473247 2.290238712546495 0.8265768077090996 0.06849283350300217
196 0.013901621243511313 0.13116214969881357 2.2973991665782636 0.8086866564855727 0.06324697221822428
203 0.014211012347971763 0.16701020358446128 2.2279511453557466 0.7904137845122584 0.06521091221434168
210 0.012862099239035316 0.16899558492709932 2.234973887643649 0.7783316487662021 0.06246664979147883
217 0.015114517622740714 0.15532479688098888 2.274794825208219 0.8026899955687667 0.06636904722701735
224 0.01657482466764747 0.031499869508475165 2.3763555079073098 0.8570266638650879 0.06647693804899317
231 0.014527576835902112 0.19300467982401415 2.2159406465470672 0.7913867899687062 0.06598647792040827
