*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
Algorithm: CMA-ES
Constrainth handling method: DEB
Function: 22
Case: continuous
Seed: 22
Parents size: 9
Offsprings size: 4
maxFe: 36000
CR: -
F: -
rweights: Equal
*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
ngen ObjectiveFunction ViolationSum ProjectVariables
9 2362.26534872076 752.3276304155607 2.6 0.7 17 7.3 7.8 2.9 5
18 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
27 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
36 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
45 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
54 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
63 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
72 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
81 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
90 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
99 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
108 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
117 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
126 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
135 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
144 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
153 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
162 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
171 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
180 7121.0008217984005 0.580874604847208 3.6 0.8 28 7.3 7.8 3.9 5.5
189 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
198 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
207 5865.473372314399 0.06164383561643838 3.6 0.7 28 7.3 8.3 3.9 5.5
216 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
225 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
234 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
243 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
252 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
261 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
270 3363.87337961336 0 3.6 0.7 17 8.3 8.3 3.9 5.5
279 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
288 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
297 5865.473372314399 0.06164383561643838 3.6 0.7 28 7.3 8.3 3.9 5.5
306 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
315 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
324 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
333 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
342 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
351 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
360 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
369 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
378 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
387 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
396 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
405 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
414 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
423 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
432 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
441 5871.442076139184 0 3.6 0.7 28 8.3 8.04841560229498 3.9 5.5
450 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
459 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
468 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
477 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
486 5841.626220465487 0.019230769230769607 3.6 0.7 27.568841967492535 8.3 7.8 3.830397948222016 5.5
495 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
504 7141.7692048942445 0.5 3.6 0.8 28 8.3 8.3 3.9 5.49557022091264
513 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
522 6803.919220500653 0.7972557964489786 3.362195362840817 0.8 28 8.3 8.3 3.9 5.5
531 7144.825930798401 0.5 3.6 0.8 28 8.3 8.3 3.9 5.5
540 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
549 5877.419306314399 0 3.6 0.7 28 8.3 8.3 3.9 5.5
558 5791.59912817885 0 3.6 0.7 28 8.062328192642111 7.93947788252803 3.8429917531350095 5.419039966512061
567 5834.5737972453135 0 3.6 0.7 28 8.3 8.3 3.818977126326476 5.478064655675934
576 5976.3214633846255 0.09166511242741038 3.5156769816910067 0.7162667304124556 28 8.3 8.3 3.9 5.5
585 5939.531328762598 0 3.6 0.7134393729971424 28 8.3 8.3 3.9 5.353704036932768
594 6101.690531412624 0 3.6 0.7187689822520608 28 8.283197101138153 8.277891846736663 3.9 5.5
