*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
Algorithm: CMA-ES
Constrainth handling method: DEB
Function: 160
Case: continuous
Seed: 12
Parents size: 13
Offsprings size: 6
maxFe: 12000
CR: -
F: -
rweights: Equal
*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*---*
ngen ObjectiveFunction ViolationSum ProjectVariables
13 203.82114362746432 42.11176085681568 0.985441834517912 0.5 0.5 0.5 1.3363956762770348 0.5 0.5 0.8553371274358184 0.5 2.9519316738973584 0.5 0.5 1.3959379560023497 0.5 1.0725646623503777 0.5 1.8754632722378028 0.5 0.5 0.858872663460162 0.5 0.5130834163990176 0.5 0.9934482185230358 0.5
26 317.9011122085223 13.491472552769348 0.8738277046112596 0.8435683112312098 0.6584535637586449 1.9931286768606953 1.3618354369718626 1.7230172309480452 0.5 1.3159552677778579 1.4712719019416254 2.2673072991397163 0.5462983521190027 0.5 2.4211243635647675 1.487468469059333 2.8746162804785143 0.8320687980945906 1.6345927878813884 0.5 2.0506603360567426 0.6340509474937095 0.5 1.0471645208125016 0.5 1.3005266336542671 2.0002266386036927
39 424.93685070417365 5.317027645793678 1.7975217512570465 1.7399761491702417 2.958922030427802 2.6681372959892347 2.0709714162943564 2.2181851568923108 1.423479118831835 2.6782398037651696 0.5022196880653266 3.2817425954372323 0.6990450241629593 0.5 1.9444824734967274 0.8645964802319918 0.9501005951392618 0.973019526987517 0.6243365340407726 1.6343515194465539 1.2740659910249799 1.8571472567710914 3.0092963755938715 0.5 0.5581462478122974 2.5865866849493644 3.1521710287583815
52 631.553828022692 1.7871124466423531 1.0189926247594654 1.8957318196915507 0.8445171753345924 1.7310686577711476 3.249354138493829 3.9248449352766945 1.6030234627529802 1.5002390306855427 3.849407201838901 1.589743140357356 0.5 2.828785990170107 5.0 2.6734629545756503 3.5162868531442264 4.11792272507765 2.5631280814605297 0.9426092697922348 2.7781235230718835 1.9679518591512957 3.8310321511738508 1.7472455329016383 0.8822349244903384 3.788093401073393 5.0
65 909.550273300946 1.7505759264589533 2.7265500770674045 5.0 3.645998294878952 2.732144350002221 3.5157925323225605 5.0 5.0 1.9172896000498725 2.9512296292140987 5.0 2.6239578665111822 3.975114011834909 4.181174768844923 5.0 5.0 5.0 3.0264572049042844 0.5 5.0 1.894446889317892 3.320850668753258 3.848660198953671 1.4026813936182423 3.799586181215818 5.0
78 859.031523469154 1.9005183930085499 1.7222742910262436 5.0 4.391619508001429 1.7961967524533224 2.527689829821921 5.0 5.0 4.192803657174382 4.944486867075988 3.9989115525989076 1.8088143048578482 0.9954697540298516 2.9384092908305237 4.668481048634702 5.0 5.0 1.3739455352701937 3.472051965026026 4.701580591170627 0.5723500952128113 2.1905209621906105 4.003823124706043 2.72415040874425 3.140902246906545 5.0
91 814.4684085124575 3.64745302019339 5.0 5.0 0.5 3.3125296474207206 4.1806098118264465 2.879429378373366 3.938216161092737 3.8764555267701954 0.5 0.5 5.0 1.578432786797307 5.0 3.32241607565057 5.0 0.5 3.9661446184225118 2.8133799450376067 3.650066812347917 0.5 2.8528332995525676 2.082747860781663 5.0 5.0 5.0
104 855.9495673203327 0.6752912784838094 1.666079753924353 3.6525184766340493 5.0 0.7528724604920702 2.9306750376811714 3.5565897822248145 1.2553751194253349 4.746417192692956 5.0 3.8854756877979097 4.0454105452686955 0.5 2.596468863936417 3.6148370598974195 1.1935141222852361 2.5648058382984598 4.28294633716166 5.0 5.0 2.0931422180708594 2.7581488884271663 5.0 5.0 5.0 4.6851891340057366
117 934.4271425300244 1.3123506426842853 4.223922557048039 0.5 1.5984587402670634 4.824960000655368 1.5188276657288933 0.5 4.934352930340368 3.9379372076201378 4.290552531273473 5.0 2.2595731998830377 5.0 2.159494010552499 4.207182969829614 5.0 4.311006085708 5.0 2.3234860782383002 5.0 4.041130474402465 5.0 2.873675917013454 4.5748966333034 5.0 5.0
130 855.540844190405 1.363560194699393 3.5492186972439623 2.9289533024517134 2.2688590828770283 5.0 0.5 5.0 5.0 4.1858171555803425 2.9773242724686493 4.077728293375401 4.95761895355685 0.6866627084111219 1.402398762941019 0.7380413330751678 5.0 0.7848742789262735 0.5 5.0 5.0 5.0 5.0 3.660000557097555 5.0 5.0 2.17070421469147
